Experiment,Replicate,Yield_Weight_g,Avg_RH,Avg_Air_Temp,Avg_CO2,Avg_pH,Avg_EC,Avg_TDS,Avg_Water_Temp
EXP2,R2-T1,330.0,57.98994428969359,22.50352367688022,454.2849721448468,6.236000000000001,1.7756,0.8878,24.203999999999997
EXP2,R2-T1,335.0,57.98994428969359,22.50352367688022,454.2849721448468,6.236000000000001,1.7756,0.8878,24.203999999999997
EXP2,R2-T1,328.0,57.98994428969359,22.50352367688022,454.2849721448468,6.236000000000001,1.7756,0.8878,24.203999999999997
EXP2,R3-T1,249.0,57.98994428969359,22.50352367688022,454.2849721448468,6.2625,1.9004166666666666,0.9502083333333333,23.912499999999998
EXP2,R3-T1,309.0,57.98994428969359,22.50352367688022,454.2849721448468,6.2625,1.9004166666666666,0.9502083333333333,23.912499999999998
EXP2,R3-T1,282.0,57.98994428969359,22.50352367688022,454.2849721448468,6.2625,1.9004166666666666,0.9502083333333333,23.912499999999998
EXP2,R3-T1,320.0,57.98994428969359,22.50352367688022,454.2849721448468,6.2625,1.9004166666666666,0.9502083333333333,23.912499999999998
EXP2,R3-T1,325.0,57.98994428969359,22.50352367688022,454.2849721448468,6.2625,1.9004166666666666,0.9502083333333333,23.912499999999998
EXP2,R3-T1,311.0,57.98994428969359,22.50352367688022,454.2849721448468,6.2625,1.9004166666666666,0.9502083333333333,23.912499999999998
EXP2,R3-T1,261.0,57.98994428969359,22.50352367688022,454.2849721448468,6.2625,1.9004166666666666,0.9502083333333333,23.912499999999998
EXP2,R3-T1,249.0,57.98994428969359,22.50352367688022,454.2849721448468,6.2625,1.9004166666666666,0.9502083333333333,23.912499999999998
EXP2,R3-T1,314.0,57.98994428969359,22.50352367688022,454.2849721448468,6.2625,1.9004166666666666,0.9502083333333333,23.912499999999998
EXP2,R3-T1,227.0,57.98994428969359,22.50352367688022,454.2849721448468,6.2625,1.9004166666666666,0.9502083333333333,23.912499999999998
EXP2,R3-T1,370.0,57.98994428969359,22.50352367688022,454.2849721448468,6.2625,1.9004166666666666,0.9502083333333333,23.912499999999998
EXP2,R3-T1,287.0,57.98994428969359,22.50352367688022,454.2849721448468,6.2625,1.9004166666666666,0.9502083333333333,23.912499999999998
EXP2,R3-T1,292.0,57.98994428969359,22.50352367688022,454.2849721448468,6.2625,1.9004166666666666,0.9502083333333333,23.912499999999998
EXP2,R1-T2,372.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,3.2136,1.6068,23.84
EXP2,R1-T2,307.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,3.2136,1.6068,23.84
EXP2,R1-T2,292.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,3.2136,1.6068,23.84
EXP2,R1-T2,366.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,3.2136,1.6068,23.84
EXP2,R1-T2,348.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,3.2136,1.6068,23.84
EXP2,R1-T2,384.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,3.2136,1.6068,23.84
EXP2,R1-T2,361.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,3.2136,1.6068,23.84
EXP2,R1-T2,367.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,3.2136,1.6068,23.84
EXP2,R1-T2,305.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,3.2136,1.6068,23.84
EXP2,R1-T2,352.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,3.2136,1.6068,23.84
EXP2,R1-T2,300.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,3.2136,1.6068,23.84
EXP2,R1-T2,312.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,3.2136,1.6068,23.84
EXP2,R1-T2,338.8333333333333,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,3.2136,1.6068,23.84
EXP2,R2-T2,292.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,2.3368,1.1684,23.948
EXP2,R2-T2,311.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,2.3368,1.1684,23.948
EXP2,R2-T2,363.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,2.3368,1.1684,23.948
EXP2,R2-T2,394.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,2.3368,1.1684,23.948
EXP2,R2-T2,408.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,2.3368,1.1684,23.948
EXP2,R2-T2,346.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,2.3368,1.1684,23.948
EXP2,R2-T2,400.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,2.3368,1.1684,23.948
EXP2,R2-T2,375.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,2.3368,1.1684,23.948
EXP2,R2-T2,412.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,2.3368,1.1684,23.948
EXP2,R2-T2,345.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,2.3368,1.1684,23.948
EXP2,R2-T2,376.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,2.3368,1.1684,23.948
EXP2,R2-T2,374.0,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,2.3368,1.1684,23.948
EXP2,R2-T2,366.3333333333333,57.98994428969359,22.50352367688022,454.2849721448468,6.207999999999999,2.3368,1.1684,23.948
EXP2,R3-T2,377.0,57.98994428969359,22.50352367688022,454.2849721448468,6.219999999999999,2.1604,1.0802,24.596000000000004
EXP2,R3-T2,391.0,57.98994428969359,22.50352367688022,454.2849721448468,6.219999999999999,2.1604,1.0802,24.596000000000004
EXP2,R3-T2,368.0,57.98994428969359,22.50352367688022,454.2849721448468,6.219999999999999,2.1604,1.0802,24.596000000000004
EXP2,R3-T2,308.0,57.98994428969359,22.50352367688022,454.2849721448468,6.219999999999999,2.1604,1.0802,24.596000000000004
EXP2,R3-T2,294.0,57.98994428969359,22.50352367688022,454.2849721448468,6.219999999999999,2.1604,1.0802,24.596000000000004
EXP2,R3-T2,334.0,57.98994428969359,22.50352367688022,454.2849721448468,6.219999999999999,2.1604,1.0802,24.596000000000004
EXP2,R3-T2,353.0,57.98994428969359,22.50352367688022,454.2849721448468,6.219999999999999,2.1604,1.0802,24.596000000000004
EXP2,R3-T2,368.0,57.98994428969359,22.50352367688022,454.2849721448468,6.219999999999999,2.1604,1.0802,24.596000000000004
EXP2,R3-T2,313.0,57.98994428969359,22.50352367688022,454.2849721448468,6.219999999999999,2.1604,1.0802,24.596000000000004
EXP2,R3-T2,348.0,57.98994428969359,22.50352367688022,454.2849721448468,6.219999999999999,2.1604,1.0802,24.596000000000004
EXP2,R3-T2,321.0,57.98994428969359,22.50352367688022,454.2849721448468,6.219999999999999,2.1604,1.0802,24.596000000000004
EXP2,R3-T2,300.0,57.98994428969359,22.50352367688022,454.2849721448468,6.219999999999999,2.1604,1.0802,24.596000000000004
EXP2,R3-T2,339.5833333333333,57.98994428969359,22.50352367688022,454.2849721448468,6.219999999999999,2.1604,1.0802,24.596000000000004
EXP1,R1-T2,279.0,56.3948274507058,19.995823593962236,458.53990729033694,5.930292199344066,1.735801722542893,0.7472024456849028,25.90727110441522
EXP1,R1-T2,219.0,57.972025249331914,20.13169267847628,454.3574930582871,5.923517841309323,1.8432454693684857,0.7659658217224247,26.104258783461805
EXP1,R1-T2,244.0,57.58685594113825,20.02295879575595,462.83520373001716,5.969377695173484,1.7734286802463826,0.7137469065426233,25.26220934449157
EXP1,R1-T2,304.0,56.73262611965578,19.70379067614527,455.2161954698026,5.939292585486964,1.715345218277567,0.7459175283737757,25.687470051237007
EXP1,R1-T2,236.0,57.08122070086844,20.17005192815605,458.7876657954544,5.944245386123108,1.847215643286079,0.7033668709811809,25.583157025660167
EXP1,R1-T2,236.0,56.81284613839709,19.86497261078497,459.1767869167514,5.914478353541981,1.763705040256451,0.7431652998613666,25.716069134253825
EXP1,R1-T2,150.0,56.830712987950065,19.995018424261037,456.29155707564655,5.911788473226495,1.8063351471638205,0.7009083059338281,26.031202497584303
EXP1,R1-T2,192.0,57.1649715952357,19.94810760266977,454.1926508161719,5.911705671906425,1.7301802566037998,0.7423291213975342,25.82048465916896
EXP1,R1-T2,230.0,56.322101621704945,19.96995632314893,457.9003110317179,5.942124763951418,1.7679565178853045,0.7325486588430139,26.086163447823047
EXP1,R1-T2,269.0,57.37985362597968,19.70875476179693,453.0147480412997,5.90895786325481,1.8304240743745634,0.7091464787873194,25.7076891365056
EXP1,R1-T2,281.0,57.29133462511706,20.164578632893896,449.19765067655385,5.942258524733712,1.7321475565205753,0.727201869582162,25.973532094797367
EXP1,R1-T2,229.0,57.033632194851265,20.11749690997311,454.7120339887143,5.982749938377336,1.836080263381474,0.755907221107268,25.807975064647625
EXP1,R2-T1,207.0,57.405649863775004,19.456347496098616,465.1287937274719,6.146467243211617,1.8723314204465866,0.749472950879516,25.5001999061065
EXP1,R2-T1,264.0,55.88640520455567,20.09275636135383,465.26477515450046,6.1765317592162505,1.7504346083808353,0.7175137535078855,25.507607286632943
EXP1,R2-T1,250.0,57.51682922072355,19.902564525379884,455.56071606277123,6.164942697439131,1.795150185397569,0.7041939999189275,25.083467877397503
EXP1,R2-T1,275.0,57.82973802883125,20.212816291974498,456.2147738712714,6.163382155681653,1.8541971902199341,0.7167802569585029,25.337095271485158
EXP1,R2-T1,220.0,56.914745723278514,20.29113410038713,455.6702606440288,6.147749393676072,1.7848247804143011,0.7473091952280744,25.323611032599835
EXP1,R2-T1,250.0,56.50363095478849,19.98175139878349,469.4745882133923,6.167091538319064,1.889921914903705,0.7054970533651079,25.252846834039453
EXP1,R2-T1,270.0,57.76719484676205,19.65615444802746,455.19148072178797,6.155736254052406,1.7934133439407647,0.7349004673648589,25.22949077473033
EXP1,R2-T1,244.0,57.811015872462846,19.98083675535592,451.39208795331484,6.161751745038756,1.7143892559797769,0.7056099243856474,25.194997526156268
EXP1,R2-T1,282.0,58.469051122500304,19.884435786703648,455.34700203088585,6.110619791573936,1.8083435724701038,0.7158271743256661,25.574007661448583
EXP1,R2-T1,202.0,57.77506906514834,20.095200130229703,460.6688964720725,6.139276035006919,1.8217876853104589,0.7250832366483941,25.090857900926963
EXP1,R2-T1,200.0,56.933391858243844,19.78696225723815,465.5092576322909,6.159808378447931,1.8120145007170023,0.713264367483255,25.096743711379414
EXP1,R2-T1,207.0,56.30440741860792,20.098344380454673,454.81238732941097,6.138172771133751,1.8317336431609184,0.7098825789568349,25.25599929515312
EXP1,R2-T2,270.0,58.10061256506807,20.192247761259196,455.00323289307005,6.272246623528701,1.765467578031841,0.709742942486171,25.078276953958433
EXP1,R2-T2,292.0,57.31417688378361,19.92618597014222,459.77577068687935,6.247179677392577,1.7224813956945892,0.7331354171609825,25.47735993786839
EXP1,R2-T2,193.0,57.5573810440994,19.86861881937877,455.6387022441471,6.306197029121048,1.7248703200070594,0.6887183790163779,25.548194446221178
EXP1,R2-T2,245.0,57.383017757647735,19.775306443726496,454.9257645058117,6.262232711421714,1.7112835670794984,0.722080966242005,25.429608682057346
EXP1,R2-T2,287.0,56.939803571327374,19.757014340048038,454.4591101960238,6.253949237817629,1.7088271059810753,0.7136288534552129,25.50305636532365
EXP1,R2-T2,238.0,57.54361632191314,20.23632479264503,463.45269159322305,6.300234431237303,1.8253405410991355,0.7378024390924082,25.63486731930209
EXP1,R2-T2,258.0,57.92804309344126,20.00829397127487,452.0361049462557,6.261960405756985,1.7690153687923995,0.7328212513814225,25.560925779856625
EXP1,R2-T2,234.0,56.97768302692576,19.9351041071641,451.94696638561464,6.270369798707562,1.6522424261661421,0.7041863168599445,25.94073135335894
EXP1,R2-T2,235.0,56.995162394069915,20.21173477868927,460.4254523294338,6.308756000481938,1.8008996856576704,0.7234319209505845,25.399770721677537
EXP1,R2-T2,273.0,57.36993734038294,19.948978132285966,461.4309483391413,6.274256705940452,1.7613082611859823,0.723057103256405,25.644506970964038
EXP1,R2-T2,254.0,56.59229216245202,20.014049455352207,460.6592286744978,6.283193189026832,1.7341375208362835,0.6840163881873612,25.560816372705023
EXP1,R2-T2,235.0,57.07484158128629,19.934350854169782,456.47772979692513,6.2952768367581795,1.7551505324334924,0.7238075669935179,25.100325681764968
EXP2,R2-T1,333.0,56.952874103741294,22.59836383001231,454.7568750966979,6.235754169883058,1.7665283666282143,0.8623738680315943,23.885752791619236
EXP2,R2-T1,342.0,58.18395718425427,22.2648903056359,451.3613772778436,6.2603205738847825,1.7946887346619056,0.8846530874061037,24.135203925416096
EXP2,R2-T1,327.0,57.326405659371474,22.36377493565699,468.26486525586586,6.22539926523922,1.8872381446530666,0.9108708943169301,24.26501239895615
EXP2,R2-T1,324.0,58.05114679311345,22.56743766669945,453.02492824506106,6.235557760970296,1.7911402577690567,0.8763339895841681,24.00435586447876
EXP2,R2-T1,280.0,58.32001656076158,22.252421524797725,462.4891879683035,6.232934197824941,1.7460663316510794,0.9461504155462619,24.240560193607312
EXP2,R2-T1,368.0,58.01629966608562,22.4297650944497,451.9468537809542,6.231134932833444,1.7486785919515702,0.8755482292132497,24.135599595712726
EXP2,R2-T1,335.0,57.74429179087615,22.114370560587435,453.06539250352137,6.241990716447668,1.7282286462367014,0.8579605900588902,24.317470279141357
EXP2,R2-T1,290.0,57.30484456910445,22.570581667296715,447.2891864718116,6.217195590108395,1.657252894929902,0.8528337424089883,23.89786159722796
EXP2,R2-T1,325.0,57.54007277795455,22.729895013777302,461.77458870767805,6.212398147891349,1.8867491269175507,0.9089944849798678,23.896266588163986
EXP2,R2-T1,347.0,57.72728441455483,22.553983467736096,455.93944107448493,6.240953313896246,1.7734412622738287,0.8919979585675657,24.148300454433578
EXP2,R2-T1,330.0,58.59890509139758,22.344531829865137,446.03507532457957,6.2532689196933475,1.7817884291429094,0.9154227112889411,24.45253994837157
EXP2,R2-T1,335.0,58.01911803481149,22.362691840514923,458.1362127453858,6.247934483910208,1.8451260016803777,0.8883616510572772,24.131632902707292
EXP2,R2-T1,328.0,58.21783042277254,22.427121855137656,459.4307262085495,6.234272115875899,1.6859010422005893,0.8490975062903868,24.34677683082653
EXP2,R3-T1,249.0,57.940031085396065,22.28481198134775,453.2198994744466,6.259547886869842,1.9878424944189204,0.9431764007456754,23.520454653815644
EXP2,R3-T1,309.0,57.54860969954475,22.41453152023315,456.1254405365903,6.2440672475977115,1.9415178003940532,0.9027929324992303,23.48106749518303
EXP2,R3-T1,282.0,58.1389939181819,22.646712285726803,462.27752385182606,6.2710321119598245,1.9431579168422808,0.9635790920506282,24.140189264579206
EXP2,R3-T1,320.0,58.17630057346545,22.598456060009664,450.8372826639401,6.261839735129057,1.9634458598761233,0.9215635529468862,24.377624862026284
EXP2,R3-T1,325.0,57.48593157074565,22.623084809759792,452.1715837520937,6.277141050044396,1.8844963441506846,0.9374165341184254,24.024836915049203
EXP2,R3-T1,311.0,58.34097142867471,22.593034546176842,446.78420237306335,6.2357573876175945,1.83683122314505,0.9236293818117189,23.955155584832642
EXP2,R3-T1,261.0,58.03430174130768,22.589075752488345,461.15747152079143,6.2997661966750975,1.8287052459293645,0.9531465260488603,23.969104903011615
EXP2,R3-T1,249.0,58.722168697335434,22.56160391329395,450.41165381911975,6.248611517067566,1.8530146306976285,0.9387882997781863,23.915096051617027
EXP2,R3-T1,314.0,57.63753472523467,22.597733221728475,457.3242215546443,6.2587741912458625,1.8450507374905052,0.9197155919613718,24.082822251629626
EXP2,R3-T1,227.0,58.15599782225045,22.365267145397162,460.68071626569736,6.265615845779675,1.9280243408587017,0.9506502100575991,23.902217220985932
EXP2,R3-T1,370.0,58.101168671765166,22.687250719478033,445.06820675788856,6.253224387520284,1.9566772583771925,0.9594192066630898,24.05045053688305
EXP2,R3-T1,287.0,57.85391382853302,22.534845359592683,449.6626669550988,6.256555357656641,1.8974268139041335,0.955372620019105,24.025391966646268
EXP2,R3-T1,292.0,57.44798284659881,22.345070275152505,460.5193914720144,6.267004963634646,1.954816899119075,0.9724007505165448,23.70858662776018
EXP2,R1-T2,372.0,57.54539579538781,22.193935789198605,457.2238209055071,6.210411321747736,3.2364988021637897,1.595365842959187,23.524290222399436
EXP2,R1-T2,307.0,58.2060696779561,22.48617493513963,457.8649220859338,6.189022348844577,3.2230512506922264,1.615984513527051,23.66670698045879
EXP2,R1-T2,292.0,57.30367201778697,22.48560439640689,458.670110328792,6.186846956990086,3.2871404483706423,1.5949567331604777,23.67847461023756
EXP2,R1-T2,366.0,57.34094022447371,22.421673474335556,454.3152209246065,6.216505213760468,3.3059031469084217,1.598479205820556,23.70329761674267
EXP2,R1-T2,348.0,57.76714025259599,22.765825005214303,458.4255781404189,6.199989501056791,3.219970437657454,1.5883010444512,23.594479461335812
EXP2,R1-T2,384.0,57.6310097584055,22.38298975105082,453.5985731476227,6.211628023447661,3.211738205786717,1.606260195014664,23.403328446395147
EXP2,R1-T2,361.0,57.55264864258846,22.41850014312871,461.8358990514317,6.1918444151882595,3.129340476170825,1.5757495441448037,23.833920244319835
EXP2,R1-T2,367.0,58.15675896867795,22.39167752752824,453.1822451469465,6.191375739799217,3.137846612767949,1.637039349071838,23.75387847187344
EXP2,R1-T2,305.0,58.322305934122056,22.57434379286161,455.076226090247,6.197724423400624,3.122672611046655,1.6365149484119614,23.904390489621445
EXP2,R1-T2,352.0,57.54438197285742,22.421141434341063,468.9759802559821,6.195737018496818,3.146944351258876,1.626842726903446,23.9557531792305
EXP2,R1-T2,300.0,57.84511161198524,22.60441629110929,450.5510543853746,6.185177952262068,3.1932298092518225,1.562988920239756,23.81133390330478
EXP2,R1-T2,312.0,58.67528289715444,22.712168570425625,449.4311032080015,6.213711461699689,3.0852615932354004,1.6265322297537703,23.940293962721206
EXP2,R1-T2,338.8333333333333,58.05912187643169,22.54658686897151,448.8751782073644,6.233788001337162,3.2385251684814804,1.6520535930523805,23.804327973152304
EXP2,R2-T2,292.0,57.30416295695749,22.272290480576856,455.37789177111154,6.2517466531707395,2.3704036147319743,1.1567997034551651,23.862811556796842
EXP2,R2-T2,311.0,58.17006213764263,22.465044994183195,450.2127918428971,6.193721894519172,2.3937290475117794,1.1995326503079138,23.954978055844247
EXP2,R2-T2,363.0,57.60559583998714,22.662755219094585,452.06998732012846,6.1660296354483455,2.329953459581029,1.203079585249794,23.98181754788282
EXP2,R2-T2,394.0,58.16172867931367,22.60648370743713,456.57417158081927,6.219624671593351,2.3119238204398957,1.151010604104829,23.652022994162213
EXP2,R2-T2,408.0,58.31111301558525,22.611101752044974,450.1089772618257,6.170467526306393,2.314782771952484,1.2197947770078699,24.14555898719587
EXP2,R2-T2,346.0,58.377277834395855,22.79945759667336,453.94582865815295,6.207859428270595,2.31799840454446,1.153554911198515,24.238060588861327
EXP2,R2-T2,400.0,57.92183549071316,22.454808254112354,441.8039038149924,6.180285724243946,2.306586723501479,1.1531263218469459,23.791651900274744
EXP2,R2-T2,375.0,57.73760110049892,22.776191930166007,457.7789582363304,6.213838055642257,2.372566335930065,1.1681498178889496,23.7054868238492
EXP2,R2-T2,412.0,57.87980796509932,22.679765267397713,452.1906859033019,6.197725139349195,2.3152782555095723,1.147492621052358,23.928814515761776
EXP2,R2-T2,345.0,58.43090007011769,22.65904309199961,452.04480037520426,6.217735001893903,2.357414920069672,1.1663923317096547,24.05108977760689
EXP2,R2-T2,376.0,58.299900287776524,22.740443536932545,454.16700934016797,6.22155365472559,2.384307418532083,1.159658999627313,23.938444883570913
EXP2,R2-T2,374.0,56.94744158925617,21.997618427198724,449.00130085911843,6.228927882351988,2.2731766883361857,1.1851705198958467,23.67122804196104
EXP2,R2-T2,366.3333333333333,58.32916159960369,22.55302675465634,459.7958235433583,6.1968033658913235,2.2909499283543426,1.1801887524794938,24.360418263849393
EXP2,R3-T2,377.0,58.42521219918136,22.410656485388017,455.2952294964783,6.22256773114856,2.1434659164166905,1.125285152280254,24.543348549994516
EXP2,R3-T2,391.0,58.72251620285543,22.705274846694575,448.40770792931,6.2194674096851434,2.0791274754485216,1.0712308555609054,24.408416840828135
EXP2,R3-T2,368.0,57.795421111544314,22.29762342228605,444.8090378184022,6.231339043978592,2.074626483787797,1.1044108219270867,24.355624133173066
EXP2,R3-T2,308.0,58.503224489380855,22.458620893111714,452.07286314578505,6.200842464802486,2.1925982939664457,1.0620485566352158,24.50450976486248
EXP2,R3-T2,294.0,57.97040180877393,22.648612870201006,455.6164251951881,6.194050030277483,2.165685490141869,1.0629069917606315,24.48943541079141
EXP2,R3-T2,334.0,58.40434797124079,22.225672112205153,454.8211840200516,6.21353636512005,2.138655623155306,1.0697226363008356,24.435621768231936
EXP2,R3-T2,353.0,57.83838368980092,22.76046299111392,458.5163276432638,6.213974345018218,2.1431528635913826,1.0911214898051875,24.706558432902774
EXP2,R3-T2,368.0,58.43710327304557,22.73409980044941,458.2503976559625,6.218584358064386,2.1130562348236066,1.093020389174134,24.463101174520144
EXP2,R3-T2,313.0,58.183150383835454,22.554519017139683,456.57298027880614,6.200453427712008,2.1975134753836993,1.0662600571792156,24.4988293200238
EXP2,R3-T2,348.0,57.97744693879186,22.67067793314481,450.8787748018993,6.214738447630237,2.0958960072745794,1.0857726456457366,24.09231661214682
EXP2,R3-T2,321.0,58.40797416050468,22.173240833248276,453.4716695449028,6.210174230031313,2.1579521837889617,1.0558698980442116,24.490322310022833
EXP2,R3-T2,300.0,57.79619090597722,22.140970466262207,457.3115414298608,6.224035876644325,2.1281844956614604,1.1054546962724237,24.832997516779265
EXP2,R3-T2,339.5833333333333,57.899370216144,22.266528871235693,448.31377987594675,6.232401695796281,2.189491796611607,1.0939126516042794,24.649557914387916
